year,brand,superbowl_ads_dot_com_url,youtube_url,funny,show_product_quickly,patriotic,celebrity,danger,animals,use_sex,id,kind,etag,view_count,like_count,dislike_count,favorite_count,comment_count,published_at,title,description,thumbnail,channel_title,category_id,index,sentiment_type,sentiment_score
2016,Coca-Cola,https://superbowl-ads.com/coca-cola-mini-2016-super-bowl-50-ad-hulk-vs-ant-man/,https://www.youtube.com/watch?v=sMkGwCw7iv8,True,True,False,True,True,False,False,sMkGwCw7iv8,youtube#video,sQOKNrp9TU1Pfz5QIaK8O5CgBRc,6428474.0,58957.0,2673.0,0.0,813.0,2017-05-07T14:37:08Z,Hulk vs. Ant-Man - Coca-Cola: Coke Mini,"SUBSCRIBE TO MY GAMING CHANNEL:
https://www.youtube.com/channel/UCQPDrHMGGSfCLFiO4SetkdQ/videos

Avengers : Infinity War - Trailer Ver.2 (New Footage) - (Thanos & Collector):
https://www.youtube.com/watch?v=iz6Kl1qnL04

Avengers Vs Thanos Avengers Infinity War Full Fight:
https://www.youtube.com/watch?v=44ls-Cwjkjc

Wolverine Fight Scenes And All Best Scenes:
https://www.youtube.com/watch?v=eFu5Bs5r6SQ

Deadpool Fight Scenes And All Best Scenes:
https://www.youtube.com/watch?v=G_HAWCq9V4A

All Stan Lee Cameos (2008-2017):
https://www.youtube.com/watch?v=YB0Cg8eSeXk

Iron Man All Suit Up Scenes:
https://www.youtube.com/watch?v=ZMEHyrfoa7w

Dr Strange Vs Thanos : Marvel Future Fight Trailer:
https://www.youtube.com/watch?v=CRP1aYz_458

Ant-Man All Best Scenes:
https://www.youtube.com/watch?v=LZvRKABxwbA

Spider-man All Fight Moves:
https://www.youtube.com/watch?v=k27WvJFDZME

Spider-man All Swinging Scenes:
https://www.youtube.com/watch?v=CsencLwGCLI

Make sure you like, comment, subscribe and share my channel and also follow me on:
Instagram: https://www.instagram.com/clipsybox/
Twitter: https://twitter.com/Clipsybox
Google+: https://plus.google.com/

-Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. No copyright infringement intended.",https://i.ytimg.com/vi/sMkGwCw7iv8/sddefault.jpg,ClipsyBox,1.0,69,compound,0.4871
2015,Budweiser,https://superbowl-ads.com/2015-budweiser-clydesdale-beer-run/,https://www.youtube.com/watch?v=5tso0er4EUI,True,True,False,False,True,True,False,5tso0er4EUI,youtube#video,_71uDdZqY4IxiWxs1PGUptQR3So,7621.0,14.0,2.0,0.0,0.0,2015-09-10T19:36:03Z,Budweiser USA  #BestBuds   2015 Budweiser Clydesdale Beer Run,,https://i.ytimg.com/vi/5tso0er4EUI/sddefault.jpg,Mr. Goodstuff,22.0,70,compound,0.0
2016,Hynudai,https://superbowl-ads.com/hyundai-2016-super-bowl-50-ad-first-date/,https://www.youtube.com/watch?v=KwUUdl22mkA,True,False,False,True,False,False,False,KwUUdl22mkA,youtube#video,ceP0ZS663GmvV3OLOyVsooJY0d8,156718.0,1243.0,24.0,0.0,57.0,2017-02-02T20:40:46Z,First Date – Hyundai Super Bowl 2016 Commercial  Kevin Hart,First dates can be hard thanks to Hyundai.,https://i.ytimg.com/vi/KwUUdl22mkA/sddefault.jpg,Peek of the Net,24.0,71,compound,0.3612
2001,Bud Light,https://superbowl-ads.com/2001-bud-light-pencil-pusher/,https://www.youtube.com/watch?v=J89vbNUzhIE,True,False,False,False,True,False,True,J89vbNUzhIE,youtube#video,GHeQo7aJkCyELqIbAfaaPjl_NTg,60774.0,269.0,10.0,0.0,18.0,2012-02-14T10:39:19Z,Bud Light Funny Pencil Advertisement,Really Funny Commercial from Bud Light,https://i.ytimg.com/vi/J89vbNUzhIE/sddefault.jpg,Tan Jian Wei,23.0,72,compound,0.4927
2003,Bud Light,https://superbowl-ads.com/2003-bud-light-strongman/,https://www.youtube.com/watch?v=_cEQ5g6bzdM,True,True,False,False,True,False,False,_cEQ5g6bzdM,youtube#video,MYwiYsgne5MnoTR1_ytZzWXY6Ug,3754.0,18.0,1.0,0.0,1.0,2010-07-08T06:50:31Z,Bud Light - Strongman, ,https://i.ytimg.com/vi/_cEQ5g6bzdM/sddefault.jpg,Drew Frohmann,23.0,73,compound,0.0
2000,Bud Light,https://superbowl-ads.com/2000-bud-light-hold-the-door/,https://www.youtube.com/watch?v=M3IV93HwSkc,True,True,False,False,True,False,False,M3IV93HwSkc,youtube#video,1OWaRDoaLyChsSASiAtSjRdVoxg,6641.0,7.0,1.0,0.0,1.0,2006-10-27T12:00:08Z,Bud Light-03 (elevator),Budweiser-bud-light-elevator,,asavatar,23.0,74,compound,0.0
2018,Coca-Cola,https://superbowl-ads.com/2018-coca-cola-super-bowl-ad-wonder-us/,https://www.youtube.com/watch?v=ucCvhK2CZMo,False,True,True,False,False,False,False,ucCvhK2CZMo,,,,,,,,,,,,,,75,compound,0.0
2001,Pepsi,https://superbowl-ads.com/2001-pepsi-subway-miracle/,https://www.youtube.com/watch?v=1nmPv4M8Ps8,True,False,False,False,False,False,True,1nmPv4M8Ps8,youtube#video,YAOcdqNMdnkN6--Taom6DkvsuB4,788.0,4.0,2.0,0.0,0.0,2015-06-06T18:00:31Z,Pepsi 90's commercial - SUBWAY,"sweaty hot subway ride and dreams of a get away with a Pepsi, mid 90's commercial",,musickeys8,24.0,76,compound,0.4019
2014,Doritos,https://superbowl-ads.com/2014-doritos-cowboy-kid/,https://www.youtube.com/watch?v=1X_M47SQF6s,True,True,False,False,True,True,False,1X_M47SQF6s,youtube#video,3WAtTDqC9xEGa80DYbe6cZD6w6g,10929.0,37.0,3.0,0.0,5.0,2014-12-15T22:32:28Z,2014 Doritos Cowboy Kid Super Bowl Commercial,"Doritos have some pretty creative commercial advertisements.  This one is very entertaining as it shows how hungry people are for Doritos.  Actions are exaggerated, but very funny.",https://i.ytimg.com/vi/1X_M47SQF6s/sddefault.jpg,EliteCommercial,24.0,77,compound,0.8495
2016,Budweiser,https://superbowl-ads.com/budweiser-2016-super-bowl-50-ad-simply-put/,https://www.youtube.com/watch?v=Le_2S2db0Bk,False,True,False,True,False,False,False,Le_2S2db0Bk,youtube#video,HAxjEjfPieU-ROUlueKn-s44e9k,136.0,0.0,0.0,0.0,0.0,2016-02-08T18:22:21Z,Budweiser The Best Super Bowl 2016 Commercial  Ad,"Here you can find all the pre-released and released Super Bowl 50 commercials!

Saty tuned!",https://i.ytimg.com/vi/Le_2S2db0Bk/sddefault.jpg,Ad Bowl 2016,22.0,78,compound,0.6688
2004,Budweiser,https://superbowl-ads.com/2004-budweiser-donkey/,https://www.youtube.com/watch?v=pmmsr7PAhWU,False,True,True,False,False,True,False,pmmsr7PAhWU,youtube#video,OXdrdYNAwKqsD8K1qbhJuPk39tA,1939823.0,3744.0,108.0,0.0,279.0,2006-09-17T07:10:58Z,Budweiser Donkey,He wants to be a clydesdale lol.,,fuzzypeaches,15.0,79,compound,0.4215
2015,Budweiser,https://superbowl-ads.com/budweiser-2015-super-bowl-xlix-ad-brewed-the-hard-way/,https://www.youtube.com/watch?v=7_EfXuGev24,False,True,True,False,False,True,False,7_EfXuGev24,youtube#video,OJ5NgJD86QWeKHZRp0V9eZb2cME,79.0,0.0,0.0,0.0,0.0,2020-12-20T22:13:40Z,Budweiser Brewed The Hard Way Commercial,,https://i.ytimg.com/vi/7_EfXuGev24/sddefault.jpg,World's Best Commercials,22.0,80,compound,0.0
2016,Kia,https://superbowl-ads.com/kia-optima-2016-super-bowl-50-ad-walken-closet/,https://www.youtube.com/watch?v=rBkPXt-OpA4,True,False,False,True,False,False,False,rBkPXt-OpA4,youtube#video,VyDBliIivFtAPSfqRLQ4K2s7ujo,14395.0,86.0,1.0,0.0,6.0,2017-11-04T17:09:58Z,Kia - Beige Socks (Christopher Walken) Super Bowl Commercial,Kia - Beige Socks (Christopher Walken) Super Bowl Commercial,https://i.ytimg.com/vi/rBkPXt-OpA4/sddefault.jpg,Peek of the Net,24.0,81,compound,-0.0772
2017,Budweiser,https://superbowl-ads.com/2017-budweiser-super-bowl-51-li-tv-commercial-born-hard-way/,https://www.youtube.com/watch?v=HtBZvl7dIu4,False,False,True,False,True,False,False,HtBZvl7dIu4,youtube#video,VibFVOysKCzP0-uuiadbUHU8tdI,28785122.0,48423.0,17113.0,0.0,9190.0,2017-01-31T13:18:04Z,Budweiser 2017 Super Bowl Commercial | “Born The Hard Way”,"This is the story of our founder’s ambitious journey to America in pursuit of his dream: to brew the King of Beers.

Subscribe to Budweiser: youtube.com/budweiser

Connect with Budweiser: 

Facebook: facebook.com/BudweiserUSA
Instagram: instagram.com/budweiser
Twitter: twitter.com/budweiser",https://i.ytimg.com/vi/HtBZvl7dIu4/sddefault.jpg,Budweiser,24.0,82,compound,0.6249
2000,Budweiser,https://superbowl-ads.com/2000-budweiser-talking-dog/,,True,False,False,False,False,True,False,,,,,,,,,,,,,,,83,compound,0.0
2009,Coca-Cola,https://superbowl-ads.com/2009-coca-cola-heist/,https://www.youtube.com/watch?v=icV7fGqPZ2I,False,True,False,False,False,True,False,icV7fGqPZ2I,youtube#video,aOeA5stEx1nPp0TbQ_2q0ZsWOhw,503550.0,1490.0,296.0,0.0,88.0,2009-08-31T17:49:57Z,Heist - Coca-Cola Commercial,Coca-Cola's Emmy Award winning commercial that first aired during 2009's Super Bowl XLIII,,Coca-Cola,24.0,84,compound,0.8957
2015,Doritos,https://superbowl-ads.com/doritos-2015-super-bowl-xlix-ad-when-pigs-fly/,https://www.youtube.com/watch?v=YQo0TfuueaY,True,True,True,False,False,True,False,YQo0TfuueaY,youtube#video,LzTMkCa44dUYcbzjewyzXEgGNmA,1274288.0,2031.0,149.0,0.0,201.0,2014-11-10T01:44:58Z,When Pigs Fly - Doritos Crash the Super Bowl 2015 WINNER OFFICAL,"""When Pigs Fly"" Doritos Crash the Superbowl 2015 WINNER.
Twitter: https://twitter.com/whenpigsfly2015
Facebook: https://www.facebook.com/pages/Vote4whenpigsfly/1523644641244424?pnref=story


Billy goes to great lengths to get a Dorito from Ralph...


Created by Graham Talbot, Nelson Talbot, David McDonald
Producer/Production Designer: Rebecca Sjonger
Cast: Brendan Taylor, Keegan Turbitt, Bernard the Pig
Cinematography by: Graham Talbot, Nelson Talbot
Editing/VFX: David McDonald
Casting Director: Alex Zahara
Key Grip: Nicholas Palfy
1st Camera Assistant/Crane Operator: Cedric Yu
Grip: Chris Tambosso, Owen Jones, Taylor McInnes
Animal Wranger: Ian Doig
Animal Trainer: Camille Siebert
Special Thanks: Gordon Talbot, Jan Talbot, Dean & Debbie Hall.",https://i.ytimg.com/vi/YQo0TfuueaY/sddefault.jpg,Nelson Talbot,1.0,85,compound,0.9153
2004,Toyota,https://superbowl-ads.com/2004-toyota-revenge/,https://www.youtube.com/watch?v=5uLJitPWAXM,True,True,False,False,True,False,False,5uLJitPWAXM,youtube#video,GXaPaCxTG4So8arA_8J6fGfKbXQ,112297.0,640.0,9.0,0.0,52.0,2009-07-13T02:43:45Z,Toyota Tacoma Double Cab Girlfriend Commercial,"This girl is apperently sick and tired of her boyfriend hanging out with his friends to just ride around in his precious Tacoma all the time. So she and her friends decide to take the truck to a cliff to push it over and destroy it will taping it for her boy to see. Watch what happens at the end, it's priceless. Very rare commercial to find and one of my favorites.",,SONICMATRIX,24.0,86,compound,0.4588
2016,NFL,https://superbowl-ads.com/nfl-2016-super-bowl-50-ad-super-bowl-babies-choir/,https://www.youtube.com/watch?v=9KqekigARfE,False,False,True,True,False,False,False,9KqekigARfE,youtube#video,myYt4cVmyXuXFJMsJpC8j--oy2o,4921309.0,20690.0,2015.0,0.0,1828.0,2016-02-01T14:30:01Z,“Super Bowl Babies Choir” feat. Seal | Music Video,"For Super Bowl 50 the NFL and Seal brought together some actual Super Bowl Babies to recreate one of the greatest love songs of all time to celebrate the greatest game of all time. Click on CC to view the song lyrics.

Subscribe to the NFL YouTube channel to see immediate in-game highlights from your favorite teams and players, daily fantasy football updates, all your favorite NFL Network podcasts, and more! 

Subscribe to NFL on YouTube: https://goo.gl/VmTK0M

For all things NFL, visit the league's official website at http://www.nfl.com/

Watch NFL Now: https://www.nfl.com/now
Start your free trial of NFL Game Pass: https://www.nfl.com/gamepass
Listen to NFL podcasts: http://www.nfl.com/podcasts
Fantasy Football: http://www.nfl.com/fantasyfootball
Watch the NFL network: http://nflnonline.nfl.com/
Download the NFL mobile app: https://www.nfl.com/apps
2015 NFL Schedule: http://www.nfl.com/schedules
Buy tickets to watch your favorite team:  http://www.nfl.com/tickets
Shop NFL: http://www.nflshop.com/source/bm-nflcom-Header-Shop-Tab

Like us on Facebook: https://www.facebook.com/NFL
Follow us on Twitter: https://twitter.com/NFL
Follow us on Instagram: https://instagram.com/nfl/",https://i.ytimg.com/vi/9KqekigARfE/sddefault.jpg,NFL,24.0,87,compound,0.9907
2017,Hynudai,https://superbowl-ads.com/2017-hyundai-super-bowl-51-li-tv-commercial-better-super-bowl/,https://www.youtube.com/watch?v=KpN6fxOorwE,False,False,True,False,False,False,False,KpN6fxOorwE,youtube#video,QpwvT9GWYOLVg34FPM5-1UmU-yg,907.0,8.0,0.0,0.0,1.0,2017-02-06T03:38:18Z,A Better Super Bowl | NFL Hyundai Super Bowl LI,"Millions of people watched Super Bowl LI. But without our troops, this day wouldn't be possible. This year, Hyundai made their Super Bowl better. They couldn't",,AUTOSHOW,1.0,88,compound,0.9127
2012,Bud Light,https://superbowl-ads.com/2012-bud-light-rescue-dog/,https://www.youtube.com/watch?v=Qr3GJqccGi4,True,True,False,False,False,True,True,Qr3GJqccGi4,youtube#video,tbgwwu0gOGhbIwcyg9YhEIFvldc,14579.0,42.0,1.0,0.0,0.0,2012-02-07T23:48:37Z,Bud Light - Rescue Dog,Funny 2012 Super Bowl Ad. HERE WE GO,https://i.ytimg.com/vi/Qr3GJqccGi4/sddefault.jpg,powerofthepitt,1.0,89,compound,0.7783
2008,Budweiser,https://superbowl-ads.com/2008-budweiser-dalmatian-trains-hank-for-team/,https://www.youtube.com/watch?v=odpagg0jV6I,False,True,True,False,False,True,False,odpagg0jV6I,youtube#video,T8BA54fpPO-RDefXfvQdx77yYrU,110004.0,300.0,7.0,0.0,21.0,2008-02-04T22:15:37Z,Budweiser Clydesdale Team Commercial,Budweiser Clydesdale Team Super Bowl Commercial,,BudweiserMedia,17.0,90,compound,0.5994
2013,Hynudai,https://superbowl-ads.com/video-hyundai-2013-super-bowl-xlvii-ad-santafe-team/,https://www.youtube.com/watch?v=jvm68nEAU7o,True,True,False,False,True,True,False,jvm68nEAU7o,youtube#video,jofwnd4-6-nXYQFZjZIAi4qVubQ,114478.0,1042.0,11.0,0.0,,2013-01-31T09:13:55Z,2013 Hyundai Santa Fe Big Game Ad : Team (Extended),,https://i.ytimg.com/vi/jvm68nEAU7o/sddefault.jpg,CarsandBikesVideos,2.0,91,compound,0.0
2010,Doritos,https://superbowl-ads.com/hd-exclusive-casket-funeral-doritos-2010-super-bowl-44-xliv-commercial-ad/,https://www.youtube.com/watch?v=2IhJl7mBtls,True,True,False,False,False,False,False,2IhJl7mBtls,youtube#video,p4bYDe4LzDlfH2E9PDN_wlnNT-M,11608.0,22.0,0.0,0.0,3.0,2010-02-09T18:44:58Z,Doritos commercial :casket,Its a miracle!!!,,swaggaoverload78,23.0,92,compound,0.6884
2016,Bud Light,https://superbowl-ads.com/bud-light-2016-super-bowl-50-ad-the-bud-light-party/,https://www.youtube.com/watch?v=e0ez2t6oRWY,True,True,True,True,False,True,False,e0ez2t6oRWY,youtube#video,BBmLzj6KFw4kZTvUVxMy0aoPHzA,487.0,,,0.0,2.0,2016-02-21T11:00:18Z,"Super Bowl 50 - Bud Light: ""The Bud Light Party"" (2016)","A new political party has arrived: the Bud Light Party. This hilariously inspirational spot, which features comedians Seth Rogen and Amy Schumer on the road campaigning for their new party, claimed the 9th spot amongst the top performing commercials on game-day with over 3.6% of the Digital Share Of Voice, a million plus organic views and over 23,000 social actions.

What basically happens is that our two comedians campaign for the Bud Light Party by stumping across America on a platform of unity over division. We as a nation have much in common, like our love of Paul Rudd and beer. Bud Light also shows off its huge, yet manageable, caucus with a motivating speech lifted straight from 1996's ""Independence Day"".

Enjoy!

Everything © 2016 Anheuser-Busch, Inc.",https://i.ytimg.com/vi/e0ez2t6oRWY/sddefault.jpg,Mister Alcohol,24.0,93,compound,0.9883
2019,Toyota,https://superbowl-ads.com/2019-toyota-toni-with-antoinette-harris/,https://www.youtube.com/watch?v=wegrVsP3gK4,False,True,False,False,False,False,False,wegrVsP3gK4,youtube#video,bjInBStHFGqdiIcjwEgJ9y1jC8E,4873.0,32.0,14.0,0.0,5.0,2019-02-04T18:44:49Z,Toyota: RAV4 Hybrid featuring Toni Harris - 2019 Super Bowl Commercial,"VCU Brandcenter Alumni Jeff Fortune (ST, 2009) and his team at Burrell Communications (Dallas)

Wired - Best Super Bowl Ads 2019
https://www.wired.com/story/super-bowl-ads-2019/

#20 on the USA Today 2019 Super Bowl Ad Meter
https://admeter.usatoday.com/commercials/toni/",https://i.ytimg.com/vi/wegrVsP3gK4/sddefault.jpg,VCU Brandcenter,27.0,94,compound,0.9186
2009,Bud Light,https://superbowl-ads.com/2009-bud-light-meeting/,https://www.youtube.com/watch?v=L1fL0ZHX2t0,True,True,False,False,True,False,False,L1fL0ZHX2t0,youtube#video,cgfpSTaVFB-NM9jCnzP5Txtu37k,54079.0,171.0,7.0,0.0,25.0,2009-10-12T04:39:17Z,2009 Super Bowl Ad Bud Light Office Meeting,funny super bowl commercial about bud light,,ZPG96,23.0,95,compound,0.7783
2019,Budweiser,https://superbowl-ads.com/2019-budweiser-wind-never-felt-better/,,False,False,False,False,False,True,False,,,,,,,,,,,,,,,96,compound,0.0
2003,Bud Light,https://superbowl-ads.com/2003-bud-light-yoga/,https://www.youtube.com/watch?v=bcV8WN1YIL4,True,True,False,False,False,False,True,bcV8WN1YIL4,youtube#video,xffHWocazCQqbSyc0WMXD-16v2w,147160.0,53.0,15.0,0.0,2.0,2011-05-26T16:02:34Z,"Bud Light ""Yoga""",,https://i.ytimg.com/vi/bcV8WN1YIL4/sddefault.jpg,Richard D'Alessio,22.0,97,compound,0.0
2019,Coca-Cola,https://superbowl-ads.com/2019-coca-cola-a-coke-is-a-coke/,https://www.youtube.com/watch?v=WTqL_giKNHQ,False,True,True,False,False,True,False,WTqL_giKNHQ,youtube#video,UwTjpJIxka7-Ib7YNVRqjD0E5Pw,81952.0,417.0,56.0,0.0,53.0,2019-01-25T12:52:39Z,Commercial Ads 2019 - Coca Cola - A Coke is a Coke - Super Bowl 2019,,https://i.ytimg.com/vi/WTqL_giKNHQ/sddefault.jpg,Tomi Jaya,24.0,98,compound,0.0
2012,Hynudai,https://superbowl-ads.com/2012-hyundai-genesis-heart/,https://www.youtube.com/watch?v=UxQKSCpOIOI,True,True,False,False,True,False,False,UxQKSCpOIOI,youtube#video,BgjI1Af6zwNFGhyc0T-RKXpR_tc,1264.0,2.0,0.0,0.0,0.0,2013-03-03T08:29:48Z,Hyundai Genesis Coupe 2012 commercial, ,https://i.ytimg.com/vi/UxQKSCpOIOI/sddefault.jpg,dionicus,22.0,99,compound,0.0
2011,Hynudai,https://superbowl-ads.com/2011-hyundai-super-bowl-commercial-hypnotized-video/,https://www.youtube.com/watch?v=5ofcQl6gWeE,True,False,False,False,False,False,False,5ofcQl6gWeE,youtube#video,GmSrUPoBKBp75SNb1SSlWi1QoJE,319.0,0.0,0.0,0.0,0.0,2015-07-07T22:49:30Z,Hyundai Elantra - Another version - Hypnotized  Super Bowl spot commercial 2016,"---------------------------------------------------------

Hello to you within the channel area unit terribly happy the subscription mode within the channel
There area unit videos within the channel terribly pleasurable for every new
All videos, together with Altervhip. Songs . Deiat movies.
Children's cartoon. elegance . Aziah. Everything Trdonh
I hope you watch the fun .

--------------

To participate in the Elkana pressure on the channel link

Channel name  --  Very interesting G

youtube -- https://www.youtube.com/channel/UCQZiSQjPWALFzRSY_wDcShg/videos
youtube -- https://www.youtube.com/channel/UCi58T7wkdxjY1CJsmHehIhA/videos

---------------------------------------------------------",https://i.ytimg.com/vi/5ofcQl6gWeE/sddefault.jpg,Very interesting G,24.0,100,compound,0.8748
2015,Kia,https://superbowl-ads.com/2015-kia-sorento-the-perfect-getaway-with-pierce-brosnan/,https://www.youtube.com/watch?v=nayeYTmEdYw,True,True,False,True,True,True,True,nayeYTmEdYw,youtube#video,Qy0Htn52aiF3Z9uAc9sjKwTbeXE,81049.0,74.0,0.0,0.0,,2015-05-12T15:31:55Z,Kia Sorento Official XLIX Ad with Pierce Brosnan Extended    “The Perfect Getaway”,,https://i.ytimg.com/vi/nayeYTmEdYw/sddefault.jpg,Vladimir Barin,22.0,101,compound,0.0
2014,Budweiser,https://superbowl-ads.com/2014-budweiser-a-heros-welcome/,https://www.youtube.com/watch?v=XxfxB0O9Uuk,False,False,True,False,False,True,False,XxfxB0O9Uuk,youtube#video,q-WAyUjWrdrnvk28Fugctj2f_xI,13141.0,,,0.0,,2015-07-23T20:59:50Z,Budweiser Super Bowl XLVIII Commercial – “A Hero’s Welcome”,,https://i.ytimg.com/vi/XxfxB0O9Uuk/sddefault.jpg,City of Winter Park,25.0,102,compound,0.0
2007,Bud Light,https://superbowl-ads.com/2007-bud-light-rock-scissors-paper/,https://www.youtube.com/watch?v=kH50-giCeDM,True,True,False,False,True,False,False,kH50-giCeDM,youtube#video,9r7VcOOmLd9v8QUrJXEwqWoDRMU,218329.0,309.0,8.0,0.0,29.0,2007-02-05T16:59:54Z,2007 Budweiser Super Bowl Commercial Rock-Paper-Scissors,Bud Light Super Bowl Commercial where two guys Rock-Paper-Scissors for the last bud light.,,bdauer39,24.0,103,compound,0.5994
2008,Hynudai,https://superbowl-ads.com/2008-hyundai-genesis-luxury/,https://www.youtube.com/watch?v=PsKJUnGEGSs,False,True,False,False,False,False,False,PsKJUnGEGSs,youtube#video,Oe0c27NvgF-Y_BCOUQsXE-ofvtk,13312.0,18.0,11.0,0.0,24.0,2008-02-08T02:13:24Z,Hyundai SuperBowl Commercial: 2008Genesis vs. Mercedes & BMW,"This Hyundai Super Bowl Commercial introduces the new 2008 Genesis luxury sedan car. The copy reads, ""More spacious than a BMW 7-series. Priced like a 3-series. Introducing the 375 horsepower Hyundai Genesis. Summer 2008. Think about it.""",,SuperBowl42Comercial,24.0,104,compound,0.7506
2010,NFL,https://superbowl-ads.com/2010-nfl-best-fans-on-the-planet/,https://www.youtube.com/watch?v=6cMHr8goUgU,False,False,True,False,False,False,False,6cMHr8goUgU,youtube#video,2ldyQ6qyMiKnIZT42urM7JGQTRE,91378.0,404.0,14.0,0.0,32.0,2010-02-08T03:02:38Z,NFL - Super Bowl XLIV Best Fans on the Planet (Reggie Bush Slow Motion),"The NFL's Super Bowl 44 commercial that aired on Feb. 7, 2010 featuring Reggie Bush.

Music: Arcade Fire - ""Wake Up""",https://i.ytimg.com/vi/6cMHr8goUgU/sddefault.jpg,ferociousfrankie,17.0,105,compound,0.3612
2005,Pepsi,https://superbowl-ads.com/2005-pepsi-song-in-a-bottle/,https://www.youtube.com/watch?v=vUwROngDC88,True,True,False,False,False,False,False,vUwROngDC88,youtube#video,Xo3V3bep2eJS--IvSH8Mz_MYiCI,111.0,0.0,0.0,0.0,0.0,2018-10-07T12:52:37Z,Pepsi iTunes Free Song Promotion (2005),"https://methodshop.com/2005/02/hacking-pepsis-itunes-giveaway.shtml 
Between February and April 2005, 1 in 3 bottles of Pepsi gave you a special free song code to redeem at the iTunes Music Store. To increase your odds of winning, all you have to do is buy a bottle of Pepsi and look under the cap.",,methodshop,15.0,106,compound,0.8934
2018,Budweiser,https://superbowl-ads.com/41891-2/,https://www.youtube.com/watch?v=GNVw5f16GEM,False,False,True,False,False,False,False,GNVw5f16GEM,youtube#video,k12LEpYsqN3J4zUp6OrT7qN5JZ4,39897.0,138.0,8.0,0.0,8.0,2018-02-01T20:35:53Z,Budweiser 2018 Super Bowl Commercial  “Stand By You”,,https://i.ytimg.com/vi/GNVw5f16GEM/sddefault.jpg,Sport Hub,22.0,107,compound,0.0
2018,Bud Light,https://superbowl-ads.com/bud-light-the-bud-knight/,https://www.youtube.com/watch?v=UizTtcBsNi8,True,True,False,False,True,True,False,UizTtcBsNi8,youtube#video,CUTEX3a3Z3PXdB005M2-IvtURFc,33766.0,144.0,23.0,0.0,17.0,2021-01-15T17:41:05Z,Bud Light Legends - Bud Knight,"When the Bud Light (and Bud Knight) shows up, the party’s saved.
See More Classics at https://www.budlight.com/vault",https://i.ytimg.com/vi/UizTtcBsNi8/sddefault.jpg,Bud Light,10.0,108,compound,0.4215
2004,Bud Light,https://superbowl-ads.com/2004-bud-light-sleigh-ride/,https://www.youtube.com/watch?v=yQ_nU0_R7PE,True,False,False,False,True,True,True,yQ_nU0_R7PE,youtube#video,sEWXV6K2RDxSEKh70JckDk7vTic,88445.0,118.0,6.0,0.0,8.0,2007-12-10T08:46:34Z,Bud Light Sleigh Ride Commercial,Funny Bud Light Superbowl Commercial,,Renee,17.0,109,compound,0.4404
2002,Budweiser,https://superbowl-ads.com/2002-budweiser-anniversary-card/,https://www.youtube.com/watch?v=LnU2T2P1oxA,True,False,False,False,False,False,False,LnU2T2P1oxA,youtube#video,b4qpr76d_k66MEKVQ-9AkA5rB7o,13245.0,49.0,3.0,0.0,0.0,2010-09-03T04:47:38Z,Budweiser True Cards,,,Fernando Ocampo,27.0,110,compound,0.0
2006,Budweiser,https://superbowl-ads.com/2006-budweiser-stadium-crowd-wave/,https://www.youtube.com/watch?v=4WeAvfP1ikU,True,True,False,False,False,False,False,4WeAvfP1ikU,youtube#video,gndGPWJ5bDRegI2dsPyZrPbPtyU,85274.0,78.0,16.0,0.0,10.0,2006-02-06T10:52:23Z,"Super Bowl 2006: Budweiser ""The Wave""","Budweiser 2006 Super Bowl commercial where fans in a stadium create a ""wave"" with signs, pouring a budweiser into a glass and drinking it.",,John Keehler,23.0,111,compound,0.7184
2014,Bud Light,https://superbowl-ads.com/2014-bud-light-up-for-whatever-2/,https://www.youtube.com/watch?v=PnOW5qj_R6A,False,True,False,True,False,True,True,PnOW5qj_R6A,youtube#video,cpsnjmhdvNeFqBRxkzCC6vvSoI0,134186.0,405.0,27.0,0.0,29.0,2014-01-31T22:14:41Z,Bud Light Super Bowl 2014 Commercial - FULL VERSION,"See our review and script at: http://www.adfibs.com/bud-light-2014-super-bowl-commercial-full-version/
Full version of the 2014 Bud Light commercial starring Arnold Schwarzenegger, Minka Kelly, Don Cheadle and Reggie Watts, with music by OneRepublic. Everyone is in on the joke except for Ian Rapoport!",https://i.ytimg.com/vi/PnOW5qj_R6A/sddefault.jpg,AdFibs.Com,24.0,112,compound,0.3595
2009,Coca-Cola,https://superbowl-ads.com/2009-coca-cola-avatar/,https://www.youtube.com/watch?v=Kwke0LNardc,True,False,False,False,False,True,False,Kwke0LNardc,youtube#video,1z6X6m3mxOT-YOeHQfpvfwUiVJM,1452877.0,3511.0,296.0,0.0,523.0,2009-01-31T01:09:16Z,Coca-Cola Avatar,The most meaningful peer-to-peer connections happen face to face.,,CocaColaSuperbowl,1.0,113,compound,0.3804
2014,Bud Light,https://superbowl-ads.com/2014-bud-light-up-for-whatever-1/,,True,True,False,True,False,False,True,,,,,,,,,,,,,,,114,compound,0.0
2003,Bud Light,https://superbowl-ads.com/2003-bud-light-third-arm/,,True,True,False,False,False,False,True,,,,,,,,,,,,,,,115,compound,0.0
